Image Name,Label,Probability
test_056.jpg,DR,92.77311563491821
test_080.jpg,DR,91.078782081604
test_107.jpg,DR,90.39463996887207
test_034.jpg,DR,90.33386707305908
test_085.jpg,DR,90.28525352478027
test_061.jpg,DR,90.20377993583679
test_068.jpg,DR,90.15266299247742
test_072.jpg,DR,90.01128673553467
test_064.jpg,DR,89.89971280097961
test_005.jpg,DR,89.8233413696289
test_086.jpg,DR,89.51963782310486
test_015.jpg,DR,89.48628306388855
test_084.jpg,DR,89.34462666511536
test_073.jpg,DR,89.31498527526855
test_040.jpg,DR,89.28124904632568
test_059.jpg,DR,89.27485346794128
test_108.jpg,DR,89.1825258731842
test_095.jpg,DR,89.14912343025208
test_037.jpg,DR,89.04069662094116
test_019.jpg,DR,89.00023698806763
test_010.jpg,DR,88.9816403388977
test_071.jpg,DR,88.9502763748169
test_044.jpg,DR,88.89866471290588
test_053.jpg,DR,88.82594108581543
test_028.jpg,DR,88.79634737968445
test_017.jpg,DR,88.79350423812866
test_089.jpg,DR,88.74567747116089
test_111.jpg,DR,88.74325752258301
test_083.jpg,DR,88.69407773017883
test_020.jpg,DR,88.6796772480011
test_016.jpg,DR,88.67520689964294
test_014.jpg,DR,88.49586248397827
test_050.jpg,DR,88.44538927078247
test_054.jpg,DR,88.43622207641602
test_011.jpg,DR,88.27089071273804
test_025.jpg,DR,88.19895386695862
test_101.jpg,DR,88.08751702308655
test_027.jpg,DR,87.97405958175659
test_076.jpg,DR,87.95498013496399
test_070.jpg,DR,87.94543147087097
test_009.jpg,DR,87.84727454185486
test_110.jpg,DR,87.83390522003174
test_060.jpg,DR,87.81474232673645
test_024.jpg,DR,87.71616220474243
test_013.jpg,DR,87.6785159111023
test_075.jpg,DR,87.6011848449707
test_038.jpg,DR,87.55669593811035
test_078.jpg,DR,87.46244311332703
test_045.jpg,DR,87.36256957054138
test_012.jpg,DR,87.33895421028137
test_035.jpg,DR,87.28204369544983
test_030.jpg,DR,87.27373480796814
test_066.jpg,DR,87.11673617362976
test_103.jpg,DR,87.0966911315918
test_057.jpg,DR,87.03630566596985
test_031.jpg,DR,87.01642751693726
test_002.jpg,DR,86.83348894119263
test_029.jpg,DR,86.81443333625793
test_052.jpg,DR,86.80742979049683
test_036.jpg,DR,86.7311954498291
test_106.jpg,DR,86.70405745506287
test_092.jpg,DR,86.69577836990356
test_032.jpg,DR,86.57063245773315
test_007.jpg,DR,86.42545938491821
test_090.jpg,DR,86.41812205314636
test_018.jpg,DR,86.38792634010315
test_113.jpg,DR,86.31773591041565
test_051.jpg,DR,86.1242949962616
test_026.jpg,DR,86.05886697769165
test_100.jpg,DR,85.96930503845215
test_022.jpg,DR,85.93921661376953
test_006.jpg,DR,85.93315482139587
test_063.jpg,DR,85.91771721839905
test_112.jpg,DR,85.78676581382751
test_046.jpg,DR,85.54165959358215
test_074.jpg,DR,85.4570984840393
test_047.jpg,DR,85.36264896392822
test_023.jpg,DR,85.11667847633362
test_067.jpg,DR,85.03972887992859
test_003.jpg,DR,85.00247001647949
test_048.jpg,DR,84.98682975769043
test_097.jpg,DR,84.8226249217987
test_105.jpg,DR,84.77128148078918
test_065.jpg,DR,84.70600843429565
test_098.jpg,DR,84.66874957084656
test_081.jpg,DR,84.30010080337524
test_062.jpg,DR,84.29819941520691
test_088.jpg,DR,84.1017484664917
test_109.jpg,DR,84.00720357894897
test_094.jpg,DR,83.94246697425842
test_041.jpg,DR,83.92575979232788
test_021.jpg,DR,83.87691378593445
test_091.jpg,DR,83.83349180221558
test_093.jpg,DR,83.79219174385071
test_104.jpg,DR,83.58206152915955
test_033.jpg,DR,83.44436883926392
test_008.jpg,DR,83.3189845085144
test_055.jpg,DR,83.21505188941956
test_077.jpg,DR,82.85606503486633
test_058.jpg,DR,82.80931115150452
test_102.jpg,DR,82.46016502380371
test_043.jpg,DR,82.26131796836853
test_049.jpg,DR,80.21783828735352
test_042.jpg,DR,79.281085729599
test_004.jpg,DR,79.08667922019958
test_082.jpg,DR,76.95496678352356
test_087.jpg,DR,76.94435119628906
test_069.jpg,DR,72.27485179901123
test_001.jpg,DR,69.63256597518921
test_079.jpg,DR,59.89696979522705
